filename	transcription
wavs_197	การเกษตรเป็นสัญลักษณ์ของการที่คนต้องทำงานร่วมกับพระแม่ธรณี เช่น การเพาะปลูกอยู่กับต้นไม้มาทำงานด้านเกี่ยวกับการผลิตอาหารคนที่เจอตัวเลขนี้บ่อยที่สุดจะเป็นกลุ่มเกษตรกรเพื่อย้ำเตือนให้คุณรู้ว่าคุณได้ทำงานเป็นหนึ่งเดียวร่วมกับแม่ธรณีซึ่งก็คือพลังแห่งเพศหญิงนั่นเอง หน้าหนึ่งร้อยยี่สิบห้าห้าห้า การเปลี่ยนแปลงแบบรวดเร็วลักษณะการเปลี่ยนแปลงแบบสลับคั่ว เช่น เสียงร้องไห้เป็นเสียงหัวเราะสัญลักษณ์ที่บอกว่าสถานการณ์ของคุณได้รับการพลิกผันอย่างรวดเร็วเมื่อสัญลักษณ์นี้ขึ้นมาขอให้ตั้งรับให้ทันเป็นสัญลักษณ์ของการปลดปล่อยทางพลังงานจากรูปแบบเดิมก้าวเข้าสู่รูปแบบใหม่อย่างเต็มพิกัดเปรียบดังเช่นคุณได้รับการ
wavs_198	คีร์ด เมื่อเราขึ้นมาเป็นผู้จัดเอง สิ่งที่เราเคยอึดอัดจะเกิดขึ้นกับคณะทำงานของเราหรือไม่ อ่านและหาคำตอบให้กับตัวเองในเรื่องนี้กันทุกคนนะคะ 3. เรื่องความสัมพันธ์สักเรื่อง สุดสวย นามสมมติ กลับไปคบหากับแฟนเก่าซึ่งเคยเป็นป๊อปปี้เลิฟสมัยเรียนหนังสืออย่างหวานชื่นเมื่อห้าปีก่อน ก่อนที่จะใช้ชีวิตร่วมกันเธอต้องทำใจอย่างมากที่จะยอมรับให้ได้ ถึงเงื่อนไขที่แฟนของเธอยังติดทะเบียนสมรสกับภรรยาดั้งเดิม เธอสืบเรื่องนี้จนแน่ใจว่าทั้งคู่ไม่มีความสัมพันธ์ฉันสามีภรรยามานานแล้วจริงจริงมีแค่เหตุผลส่วนตัวบางประการที่ไม่สามารถจดทะเบียนหย่าได้เธอได้โดดลงไปร่วมชีวิตคู่
wavs_199	ผู้ใหญ่ที่เลี้ยงดูหลอกให้กลัวผีตั้งแต่เด็กและมีคนในบ้านชอบดูหนังผีแล้วเปิดให้น้องดูด้วยหลายสิบครั้งจิตน้องก็เลยสร้างภาพดึงดูดแต่เรื่องผีผี คำแนะนำที่ป้าเสนอให้น้องไปช่วยกันคิดคือเรื่องของมายาจิตที่จิตเราสร้างภาพขึ้นมาเองในเมื่อจิตสร้างมายาขึ้นมาได้ เราก็สามารถสร้างมายาใหม่ที่ทรงพลังขึ้นมาได้เช่นกัน ละ ป้าชวนน้องสร้างมายาเป็นมหาพุทธจิตเป็นฉับพันธ์นรังสีของพระสัมมาสัมพุทธเจ้าให้เป็นรูปฉับแก้วเก้าชั้นอยู่เหนือศีรษะ ที่แผ่รัศมีปกคลุมน้องตลอดเวลาน้องได้รับความรู้สึกใหม่ว่าตัวเองได้รับพลังของมหาพุทธจิต พุทธฤทธิ์ พุทธ
wavs_200	ข้อยุติ นำมาสู่ข้อตกลงของที่ประชุมที่ส่วนใหญ่น้อมรับและปฏิบัติตามคือ ข้อตกลงแห่งความสงบและแสงสว่าง tease and divide plans มีนักรบหัวรั้นแบบฮาร์ดคอร์เป็นส่วนน้อยที่ไม่ยอมรับข้อตกลงนี้เมื่อมีผู้ไม่ยอม มาตรการในการดูแลพวกหัวแข็งก็ได้ถูกจัดขึ้นภายใต้ข้อตกลงของห้องประชุม ดีไวน์แพลน พวกหัวแข็งถูกจับตัวและส่งขึ้นยานเป็นขบวนใหญ่แล้วพามาปล่อยที่แกแล็กซี่ทางช้างเผือก และเลือกดาวเคราะห์สามดวงในระบบสุริยะให้เป็นบ้านใหม่ แผนการคือดาวเคราะห์สามดวงในระบบสุริยาให้เป็นบ้านใหม่แผนการคือดาวเคราะห์สามดวงนี้เป็นดาวที่ต้องมีชีวิตอยู่ในร่างมนุษย์ที่มีจิตสำนึกต่ำสุดในเอกภพมนุษย์ในมิติที่สามคือดาวสุข
wavs_201	ภาพประกอบหน้า 18 และ 19 เป็นภาพขาวดำต่อเนื่องกัน มีภาพปิรามิก 3 รูปตั้งอยู่ท่ามกลางทะเลทราย มีท้องฟ้ามืดมิดและมีดวงดาวระยิบระยับ ด้านขวามือเป็นกลุ่มดาวหมุนทวนเข็มนาฬิกา และตรงกลางรูปภาพมีข้อความว่า นิทานชาวดาว The Star Seed เมล็ดพันธุ์แห่งดวงดาว
wavs_202	ท่านผู้นั้นคือผู้รู้แจ้งซึ่งการอ่านตรงนั้นส่วนมากจะเป็นเหล่าท่านผู้ฝึกจิต มีกำลังสมาธิสูงและมีความนิ่งของคลื่นสมองอยู่ระหว่างคลื่นอัลฟ่าและทีต้าเป็นส่วนใหญ่ ท่านผู้ฝึกจิตเหล่านั้นจึงสามารถกำหนดรู้ได้ในทุกเรื่องโดยผ่านช่องทางปัญญาญาณ เนื่องจากชีวิตของผู้คนในสังคมปัจจุบันไม่สามารถอำนวยเรื่องของการฝึกจิตฝึกกำลังสมาธิสักเท่าไหร่นัก ผู้คนส่วนใหญ่จึงมีกำลังสมาธิในการอ่านข้อมูลของบันทึกแห่งฟ้าได้น้อย เดอะทีมจากมิติอื่นจึงต้องออกโรงมาทำงานร่วมกับมนุษย์เพื่อปลุกการตื่นรู้จากภายในของมนุษย์มากขึ้นข้อมูลของ โดย
wavs_203	ส่องแสงสว่างให้กับตัวเองก่ให้ไปด้วยกันได้อย่างไม่ติดขัดเป็นสัญลักษณ์ที่บอกให้คุณรู้ว่าคุณได้พบครอบครัวทางจิตวิญญาณที่ทำงานร่วมกัน หน้าหนึ่งร้อยสิบเจ็ดสามสิบสอง
wavs_204	ส่งลงมาในชีวิตคุณ คุณเป็นคนของชุมชน เป็นที่รักของผู้คนในชุมชน จากความดีของคุณ เหล่าผู้พิทักษ์ช่วยปรับปรุงชีวิตของคุณอย่างต่อเนื่อง ในขณะที่คุณยังต้องช่วยปรับปรุงชีวิตของคนรอบข้าง การทำงานด้านจิตวิญญาณของคุณ ทำให้คุณสามารถเชื่อมต่อกับจิตวิญญาณในมิติเบื้องสูงและคุรุแห่งจักรวาล สิ่งศักดิ์สิทธิ์ให้สิ่งที่ดีที่สุดสำหรับคุณเสมอขอให้คุณเชื่อมั่นว่าความปรารถนาของคุณจะได้รับการตอบสนองตราบใดที่คุณยังทำงานเพื่อแสงสว่างคุณมุ่งมั่นอย่างตั้งใจทำความฝันของคุณทั้งหมดให้กลายเป็นจริงอาณาจักรอันศักดิ์สิทธิ์พร้อมจะให้พรคุณเพราะความดีและความรักความเมตตาที่คุณมีหกหนึ่งหกหนึ่งอีกความเชื่อหนึ่งบอกว่าฝ่ายมืดกำลัง
wavs_205	หัวข้อ มายา วีเอส มาญญา มีภาพขาวดำเป็นรูปเทวดา กำลังยื่นมือขวา สัมผัสกิ่งไม้แห้งและมือซ้ายจับบริเวณหัวใจ แค่เกริ่นก็ทำเอางง คนเขียนเองก็งงง แยกได้มั่งไม่ได้มั่ง ว่าอันไหนคืมายาอันไหนคือมารยาแต่ป้าอยากจะนำเสนอในมุมมองของตัวเองค่ะเพราะไล่ตามจากกันมานานเพิ่งจะเริ่มแยกได้บ้างเมื่อเร็วๆนี้เองป้ามองว่ามันเป็นเรื่องจำเป็นที่เราต้องเข้าใจการทำงานของจิตทั้งสองฝ่ายในฐานะคนฟอกจิต มายา อิลลูชัน มายาแห่งจิตนั้นถูกสร้างขึ้นจากความเชื่อ ประเพณี และวัฒนธรรมการปลูกฝังความเชื่อบางอย่าง
wavs_206	เรารู้สึกได้ว่าเราไม่ชอบคลื่นพลังงานบริเวณนั้นเลยรู้สึกอึดอัดหนักศีรษะหรือแน่นที่หน้าอก นั่นเป็นเพราะว่าบริเวณนั้นมีคลื่นความถี่ที่แตกต่างจากเราหรือต่ำกว่าเราเอามากมากทำให้เราถูกดึงลงไปอยู่ในระนาบเดียวกับตรงนั้น คลื่นเป็นสิ่งที่จับต้องไม่ได้แต่รู้สึกได้้และมีอยู่จริง รีบพาตัวเองออกมาจากบริเวณนั้นให้ไวนะคะ ก่อนที่เราจะถูกดึงลงให้อยู่ในระนาบเดียวกัน และรีบชาร์จพลังกับธรรมชาติทันที เช่น แสงอาทิตย์ยามเช้าเป็นต้น แล้วค่อยมาคุยต่อกับกฎขี่ถึงเจ็ดในโพสต์หน้านะคะ เขียนยืดยาวมาทั้งหมดก็แค่จะบอกว่าระหว่างความคิดแค่นั้นจริงจริง หน้าสองร้อยเจ็ดกฎจักรวาลข้อที่สี่
wavs_207	ภาพประกอบหน้า 48 เป็นภาพสีดำ มีรูปดวงดาวและดวงอาทิตย์ และมีข้อความว่า arriving of planet x เมื่อนิบิรุโคจรมาถึงระบบสุริยะ ขอเล่าเพิ่มเติมกับดาวดวงนี้อีกเล็กน้อย นิบิรุหรือ planet x ทำหน้าที่ประดุจเดียวกับกองล่องราชเวรของระบบสุริยจักรวาล ซึ่งมีเส้นวงโคจรที่อยู่ทั้งในและนอกระบบที่บอกว่าเป็นกองราชเวรเพราะวิถีโคจรของดาวดวงนี้จะโคจรย้อนกลับสวนทางเป็นแบบทวนเข็มนาฬิกากับดาวดวงอื่นและเส้นโคจรจะอ้อมด้านหลังดวงอาทิตย์ เราจึงมักเห็นดาวนี้เหมือนดั่งคุณแอบ คือชอบแอบอยู่หลังดวงอาทิตย์เสมอตอนนี้นาซ่าเองได้เปิดเผยการมีอยู่จริงของดาวดวงนี้แล้วล่ะ
wavs_208	จากกระบวนการส่งผลต่อสถาบันฝรั่งแห่งจักรวาลได้ตัดสินใจยุติโรงเรียนไกลอา โปรดติดตามตอนต่อไป รีชินิ่งออฟไกลอา แอนด์เดอะแกริติก เฟดอร์เวชั่นออฟไลท์ อินเดอร์ฟอร์มออฟตาซีสการหวนคืนของไกลอาพร้อมกับสมาชิกของสมาพันธ์แสงสว่างเพื่อการยกระดับจิตที่มาเกิดเป็นจำนวนมหาศาลในร่างมนุษย์
wavs_209	จะเป็นชาวดาวนักรบแห่งแสงสว่างผู้ที่กำลังพัฒนาจิตวิญญาณผู้ที่สนใจในพลังแห่งจักรวาลตำนานต่างต่างเรื่องราวนอกโลกและอื่นอื่นแต่เมื่อท่านอ่านถึงบรรทัดนี้แล้วแน่ใจได้เลยค่ะว่าไม่ใช่เรื่องบังเอิญแน่นอน ท่านเคยถามตัวเองไหมคะว่า ละ ละ ละ เราเกิดมาทำไม เรามาจากไหน และอีกหลากหลายคำถามที่ไม่เคยหาคำตอบจากที่ใดได้เลยคุณอาจจะได้คำตอบจากหนังสือเล่มนี้ค่ะ love is the answer ผู้หญิงหัวใจพิเศษ ทนิษฐานาคามดี
wavs_210	จากวิทยากรชื่อดัง กลุ่มนักผู้สร้างแรงบันดาลใจและนักวิชาการจากเท็จทอล์กและอื่นๆ จากความรักในเรื่องการพัฒนาศักยภาพตัวเอง ใฝ่รู้เรื่องแนวจิตวิญญาณ ชื่นชอบเรื่องราวที่ถูกปิดบังซ่อนเร้นในมิติอื่นๆ จนยากต่อการเข้าถึงนั้น เป็นความสนใจส่วนตัวและกลายเป็นความอยากสรุปและแบ่งปันให้กับผู้อื่นซึ่งอาจจะเข้าถึงข้อมูลภาษาต่างประเทศได้น้อยทำให้เสียโอกาสในการรับรู้ไปอีก ถ้าหากว่าพวกเขาเหล่านั้นสนใจในเรื่องเดียวกับป้างานเขียนในแนวบอกเล่าและจินตนิธานจึงเริ่มปรากฏสู่สายตาเพื่อนเพื่อนทางเฟซบุ๊กของพีเอพีเอเอ็มเจเอในช่วงปลายปีคริสต์ศักราชสมัย
wavs_211	โดยศูนย์ป้องกันใหญ่อยู่ที่วงแหวนดาวเสาร์ ใครตาดี แวะไปดูหน่อย ดูเหมือนว่าทุกอย่างจะกลับมาสู่ความสงบจริงหรือ โรงเรียนทางเลือกเสรีของไกรอาร์ดำเนินไปแบบค่อยเป็นค่อยไปอีกพันปีต่อมา จนฝ่ายสังเกตการเชื่อสนิทว่าคงไม่น่าเป็นห่วงแล้วจึงเริ่มถอนการตรวจตราแบบเข้มงวด โดยลืมไปว่า พวกที่อยู่ใต้ดินก็เยอะ พวกที่อยู่ภายใต้ผิวหนังมนุษย์ก็ไม่น้อย ล ล ละ และพวกที่กำลังมาถึงใหม่ที่ไม่ธรรมดาเลย ล ล ละ นิบิรุ โปรดติดตามตอนต่อไป อะไรวอล แพลนเน็ตเอ็กซ์ นิบิรุ เมื่อนิบิรุ โคจรเข้าสู่ระบบสุริยะ ภาพประกอบหน้าสี่สิบเจ็ด เป็นภาพขาวดำ
wavs_212	บทสรุปประเมินตนเองหน้าสี่ร้อยยี่สิบสี่
wavs_213	พรรคศักราชสมบัติ สมเด็จพระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง พระราชวัง ๆ ในช่วงแรกสมาพันธ์แสงสว่างมีข้อตกลงให้ไกรอาร์ เป็นศูนย์กลางการเรียนรู้หรือโรงเรียนการแต่ระดับทางจิตเพียงแห่งเดียวของเอกภพ ที่เริ่มต้นจากมิติที่สามที่ถือว่าต่ำสุดและในโรงเรียนนี้จิตวิญญาณที่สอบผ่านบททดสอบสามารถเข้าสู่ความเป็นพลังที่ไม่สิ้นสุดซึ่งถือว่าเป็นรูปธรรมที่มีความก้าวหน้าสูงสุดได้เช่นกัน the infinite energy ชาวแรพไทยที่เหลือรอดได้กำหนด
wavs_214	มีอัตลักษณ์เป็นเอกลักษณ์ของแรงจูงใจ และความมุ่งมั่นที่จะก้าวไปข้างหน้า การเริ่มต้นใหม่ การใส่แรงบวกเพื่อบรรลุความสำเร็จ และหมายเลขหนึ่งยังกระตุ้นให้เราก้าวออกจากคอมฟอร์ดโซนเพื่อโอกาสใหม่ในทิศทางใหม่อีกด้วย สองคือควบตรงกันข้ามหรือความเป็นคู่ขนานเป็นผลสะท้อนที่ตอบกลับ ไม่ว่าเราจะส่งเรื่องใดออกไป เรื่องนั้นกำลังสะท้อนกลับมาหาตัวเรา ทำหน้าที่ของการหาจุดกึ่งกลาง ให้เกิดความสมดุล ความหมายในเรื่องของการเจรจาต่อรอง และตัวเลขของความร่วมมือ ความสสุขและศรัทธา รวมถึงความไว้วางใจในสิ่งศักดิ์สิทธิ์เพื่อการบรรลุเป้าหมายในชีวิต 1212 เมื่อไหร่ที่ตัวเลขนี้ปรากฏขึ้นเหล่าผู้พิทักษ์
wavs_215	กระจายซ่อนตัวตามใต้พื้นผิวโลกตามรอยแยกขนาดใหญ่ของเปลือกโลกหรือถ้ำที่ยาวและลึกซึ่งมีโครงข่ายใต้ดินเชื่อมโยงถึงกันทั่วโลก เรารู้จักกันในชื่อของ Deep state และยังคงมีที่ดำรงชีพภายใต้ผิวหนังมนุษย์เพื่อหลบหลีกการจับกุม ทีมในช่างใหญ่ไซเรียนปรับปรุงพื้นผิวไก่อาจนสวยงามน่าอยู่และสร้างระบบความปลอดภัยทั้งสนามแม่เหล็กไฟฟ้าชั้นนอกสุดของชั้นบรรยากาศเพื่อป้องกันอุกกาบาตขนาดใหญ่และการพุ่งชนของดาวเคราะห์น้อยการป้องกันภัยคุกคามจากภายนอกระบบสุริยะได้รับความร่วมมือจากมนุษย์ ดาวต่าง ๆ ในระบบสุริยะที่ยกระดับจิตแล้วและรักสงบคอยสอดส่องป้องกันการแทรกแซงโรงเรียนไกด์อาจากกลุ่มแล็บไทด์
wavs_216	คีย์วอตมาแค่หนึ่งหรือสองบรรทัดเพื่อตามเรื่องนั้นๆ ต่อแล้วนำมาอัฏฐาอธิบายเพิ่มเติมซึ่งทั้งหมดทั้งมวลนี้ไม่ได้มีแฟ็กซ์ความจริงแบบที่เป็นมาตรฐานสากลหรืองานวิจัยมารับรองในทุกเรื่องไม่สามารถพิสูจน์ทำซ้ำหรือให้ผลคุมที่เช่นเดียวกับการทดลองทางวิทยาศาสตร์ เป็นเรื่องเล่าค่ะบอกเล่าในเชิงจิตตนิษฐานสำหรับคนชอบแนวจิตวิญญาณ ประโยชน์ของหนังสือเล่มนี้อยู่ที่เปิดใจรับค่ะกรุณาอย่ามอบหนังสือเล่มนี้เป็นของขวัญให้ใครนะคะ ถ้าคุณรู้สึกว่ายังไม่ใช่เวลาของเขาคนที่จะได้หนังสือเล่มนี้เป็นของขวัญให้ใครนะคะถ้าคุณรู้สึกว่ายังไม่ใช่เวลาของเขาคนที่จะได้หนังสือเล่มนี้ไว้ครอบครองต้องถูกจัดให้จริงจริงไม่ใช่บังเอิญกราบคารวะด้วยความนอบน้อมต่อคุรุทุกภาค
wavs_217	โลกทางกายวิภาคของเราซึ่งดึงดูดสถานการณ์ เหตุการณ์เรื่องราวที่เราเชื่อนั้นให้เกิดขึ้นจริงโลกทางจิตวิญญาณของเราจะเข้าสู่ความสมดุลหรือเสียสมดุลนั่นล้วนแล้วขึ้นอยู่กับวิธีคิดของเราทั้งสิ้นว่าเรามีทัศนคติในเชิงลบหรือเชิงบวกการนำกฎข้อนี้มาใช้เพื่อให้เรากลับเข้าสู่ภาวะสมดุลของทั้งสามโซนคือหนึ่งตรวจสอบตัวเองด้วยความจริงใจ เอาแบบไม่เข้าข้างตัวเองนะคะตรวจสอบสภาวะอารมณ์ตอนนี้เรากำลังคิดลบตอนนี้เรากำลังรู้สึกแย่แย่รู้สึกไม่ดีกับใครหรือกับอะไรบ้างเรามีไมเซตแบบไหนเรามีทัศนคติกับผู้อื่นกับตัวเองแบบลบหรือแบบบวกการตรวจสอบเช่นนี้
wavs_218	นรกของพุทธศาสนาก็จะเป็นอีกแบบถ้าไปถามคนคริสต์ นรกของเขาก็จะเป็นอีกแบบซึ่งจะเป็นภาพที่แตกต่างกันอันนี้ก็คือมายาแห่งจิตที่จิตเราเองเป็นผู้สร้างขึ้นตามข้อมูลที่ได้รับการป้อน ตรงนี้ในมุมมองส่วนตัวของป้ามองว่าจิตเรานั้นยิ่งใหญ่มีพลังมหาศาลสามารถสร้างภาพสร้างภพสร้างภูมิสวรรณ นรก นางฟ้า เทวดาให้ตัวเองได้อยู่ที่ว่าพลังงานของเราเหวี่ยงไปในด้านไหนเมื่อใดที่กลับเข้ามาสับถาในแสงสว่างแห่งตนและค้นพบ กายในกาย กายพลังงานที่ทับซ้อนกันอยู่จิตในจิตในการเกิดดับของจิตแต่ละดวงในทุกขณะจิตมีจิตประพัสสรที่ยังคงถูกบดบังความสว่าง
wavs_219	ภาพประกอบหน้า 112 และ 113 เป็นภาพขาวดำ มีรูปต้นไม้สูงสีดำ มีตัวเลขสีขาว ศูนย์ถึงเก้าสลับกัน และมีข้อความว่า the cheap network ความเชื่อมโยงของการยกระดับตอน new morology ตัวเลขเชิงสัญลักษณ์ หน้าหนึ่งร้อยสิบสี่ ต้องขอโทษขออภัยบรรดาสาวสาวอย่างแรงที่ช่วงนี้ไม่ค่อยมีเวลาเล่านิทานหรือเขียนอะไรสนุกสนุกพอดีมีน้องคนหนึ่งอินบล็อกเข้ามาถามเรื่องตัวเลขที่เห็นบ่อยบ่อยตอนแรกก็ตั้งใจว่าจะตอบส่วนตัวแต่คิดว่าอาจจะมีหลายคนที่มีประสบการณ์ใกล้เคียงกันก็เลยจะเอามาเล่าสู่กันฟังในนี้แหละ การที่เราเห็นตัวเลขบนหน้าปัดนาฬิกาบนหน้าจอมือถือบนหน้าปัดดิจิทัล
wavs_220	รอบตัวรับฟังคำพูดบางอย่างของคนรอบข้างซึ่งจะมาเป็นคีย์สำคัญให้กับคุณในเวลาที่คุณต้องการ หนึ่งหนึ่งเจ็ดเจ็ดส่งสัญญาณบอกว่าผลงานของคุณยอดเยี่ยมคุณได้รับคำชื่นชมจากความตั้งใจบนเส้นทางที่ถูกต้องนี้ผู้พิทักษ์ของคุณสนับสนุนให้คุณดำเนินการต่อจากสิ่งที่คุณกำลังทำอยู่ ยังบอกว่าคุณกำลังโชคดีและได้รับรางวัลความกตัญญูของคุณสนับสนุนให้คุณดำเนินการต่อจากสิ่งที่คุณกำลังทำอยู่ อย่างบอกว่าคุณกำลังโชคดีและได้รับรางวัลความกตัญญูของคุณจะช่วยให้คุณประสบความสำเร็จกับสิ่งที่คุณกำลังทำอยู่ได้อย่างรวดเร็วยิ่งขึ้น อย่าลืมขอบคุณในทุกสิ่งทุกอย่างที่จักรวาลมอบให้คุณ เลขนี้บอกคุณว่าภารกิจของคุณทางจิตวิญญาณนั้นเกี่ยวข้องกับการสื่อสาร การสอน การรักษาผู้อื่นด้วยวิธีธรรมชาติ การรับใช้มนุษยชาติ การเป็นแรงบันดาลใจและเป็นตัวอย่างที่ดีให้กับผู้ที่เดินตามเป็นสัญญาณเตือนการเมือง
wavs_221	ที่พวกเราทำนั้นส่งผลกระทบต่อจักรวาล ล ล ล ความเจริญรุ่งเรืองของชีวิตเกิดขึ้นจากการกระทำของเราเอง ล ล ลกฎธรรมชาติข้อนี้มีความยุติธรรมเสมอ ขอบคุณที่อ่านนะคะขอให้ได้รับความเพลิดเพลินในการอ่านค่ะ หน้าสองร้อยสิบสามกฎจักรวาลข้อที่หก the law of gender กฎเพศพลังหมายถึงการมีเพศพลังทั้งสองขั้วซึ่งอยู่ในสิ่งเดียวกันคือพลังของเพศชายและพลังของเพศหญิงซึ่งในความเป็นเพศชายจะมีฮอร์โมนของเพศหญิงและในความเป็นเพศหญิงก็จะมีฮอร์โมนของความเป็นเพศชายรวมอยู่ด้วย ในเพศชายที่มีฮอร์โมนหญิงมากเกินไปก็จะเปลี่ยนสภาวะเพศสภาพหรือเรียกอีกอย่างว่า ทรานซ์เจนเดอร์ซึ่งเป็นเพศชายที่มีฮอร์โมนหญิงมากเกินไป
wavs_222	1616 คือความหมายของการสนับสนุนให้คุณขอความช่วยเหลือในการปรับปรุงซ่อมแซมตกแต่ง สิ่งที่อาจจะขัดขวางหรือรบกวนคุณทำให้เกิดความกังวล ซึ่งอาจจะเกี่ยวกับภาระหนี้สินการค้างชำระค่าบริการ สิ่งที่ทำให้คุณไม่บรรลุเป้าหมาย ผู้พิทักษ์ส่งสัญญาณมาเพื่อไม่ให้คุณท้อให้คุณอยู่ในกรอบความคิดในเชิงบวกเนื่องจากพวกเขาทำงานอย่างหนักเพื่อตอบสนองความต้องการของคุณคุณจะถูกบังคับให้เปิดรับของขวัญจากจักรวาล 1616 อาจจะบอกคุณว่าความสัมพันธ์ใหม่กำลังใกล้เข้ามาไม่ว่าผู้มาใหม่จะมาแบบความรักหรือความสัมพันธ์แบบอื่นขอให้คุณจงเปิดใจรับสิ่งใหม่หรือคนใหม่ที่เข้ามาในชีวิตหนึ่งหนึ่งหกหกแสงสว่างจากอาณาจักร
wavs_223	มาทรูดีวายเนเจอร์ แอนดรีมส์ บิ๊ก คุณเป็นพลังงานที่ทรงศักยภาพอันไร้ขีดจำกัด สิ่งที่สำคัญที่สุดคือ เมื่อคุณฝันที่จะเกื้อหนุนโลกใบนี้ ขอให้คุณเดินตามฝันของคุณ ทำความฝันของคุณด้วยจิตที่เปี่ยมรักและเมตตาแบบไร้เงื่อนไข ซึ่งจะทำให้ศักยภาพของคุณเพิ่มขึ้นอย่างที่คุณเองก็คาดไม่ถึง ความล้มเหลวที่เกิดขึ้นระหว่างทางเป็นไปเพื่อการหล่อหลอมให้คุณแกร่งกล้าอนุญาตให้ตัวเองหกล้มบ้างเพื่อการก้าวขึ้นมายืนใหม่ด้วยก้าวที่มั่นคงกว่าเดิม สาม เปลี่ยนแปลงวิธีคิดของคุณหรือการพัฒนาแนวคิดแบบ our world mindset ความคิดความเข้าใจของคุณเป็นแค่ภาพดวงตาหรือเป็นแค่ช่วงระยะเวลาสั้นสั้น โลกภายในของคุณ
wavs_224	หน้าสี่ร้อยสี่ คุรุของเราแอ่นเพื่อเรา มีภาพขาวดำเป็นผู้หญิงสองคนนั่งคุกเข่าตรงข้ามกัน คนหนึ่งนั่งก้มหน้าหงายฝ่ามือวางบนหน้าขา คนหนึ่งนั่งมองตรงมีลำแสงสว่างออกมาจากหัวใจท่ามกลางป่าไม้มืดมืด ช่วงกับตัวนี้ป้ามีเวลาค่อนข้างมากใช้วิธีการโค้ชออนไลน์กับโค้ชชี่มีเรื่องของโค้ชชี่หลายหลายคนที่อยากจะเล่าและแบ่งปันเผื่อจะเป็นประโยชน์กับผู้ที่เริ่มต้นเดินทางสายจิตวิญญาณและผู้ที่กำลังแสวงหาบางสิ่งบางอย่างแต่ยังวิตกกังวลกับสิ่งที่เข้ามาว่าใช่หรือไม่ใช่จริงหรือไม่จริงลองมาฟังเรื่องราวของเหล่าโพ้ชชี่ของป้าดูนะคะ น้องพอลเจอผี
wavs_225	สุข ทุกข์ รัก เกลียด รวย จน สูง ต่ำ ดำ ขาว ความสามารถของการใช้ความรู้สึก การใช้สัญชาตญาณ การอย่างรู้ ความศรัทธาที่แน่วแน่ ไว้ใจ และอารมณ์ในการตัดสินใจที่สมดุล ด้วยความเข้าใจอย่างถ่อมแท้ตัวเลขของนักการทูต ศิลปินผู้อบอุ่นอ่อนโยน ความยืดหยุ่น ผู้ที่กลมกลืนเข้ากับสังคม เป็นสัญลักษณ์ของความใส่ใจในรายละเอียด ผู้ที่ทำงานด้านการไกล่เกลี่ย นักเจรจาต่อรอง สองในด้านลบ ก็คือเป็นคนที่หงุดหงิดง่าย ความรับผิดชอบอ่อน กลัวการเปลี่ยนแปลง ไม่ใช่นักวางแผนที่ดี กลัวการอยู่คนเดียว กลัวสิ่งที่ตนเองไม่รู้จัก สองศูนย์สองศูนย์เป็นสัญญาณที่ส่งมาแสดงออกถึงความเห็นอกเห็นใจ
wavs_226	ปัจจุบัน ความรู้ที่มีอยู่แล้วในจักรวาล รวมถึงบนโลกนี้ป้าสร้างคำใหม่ออกมาเรียกเขาว่า บันทึกแห่งฟ้าซึ่งเป็นนามธรรมรู้จักกันในกลุ่มพลังงานใหม่ว่า ยูนิเวอร์เซิล แอนด์ โวลด์ อัคคาชิก เรคอร์ด บันทึกความเป็นไปของโลกและจักรวาล ซึ่งมีอยู่โดยธรรมชาติในรูปแบบเมตริก ซึ่งเป็นคลื่นพลังงานชนิดหนึ่งผู้ที่สามารถเข้าไปอ่านหรือรับรู้บันทึกนี้อย่างละเอียด
wavs_227	ภาพประกอบหน้า 180 และ 181 เป็นภาพขาวดำ รูปกำแพงโบราณ และมีหน้าต่างบานใหญ่ มองทะลุออกไปด้านนอก เห็นเมืองที่ไร้ล้อมไปด้วยต้นไม้ และมีข้อความว่า the ancient mystery school and the seven hermetic principles โรงเรียนลึกลับโบราณและกดจักรวาลทั้งเจ็ดข้อ หน้าหนึ่งร้อยแปดสิบสอง หัวข้อ แนะนำหัวข้อ ช่วงนี้อาการอยากเล่ามีเยอะมากค่ะ เรื่องเล่าชุดนี้ขอจัดเต็มนะคะ สำหรับแฟนคลับแนวจิตวิญญาณแบบเน้น ๆ ค่ะ เดอะไคเบลเลียน หนังสือปรัชญาโบราณที่รวบรวมเรื่องราวคำสอนของท่านเฮอร์เมดที่ปรากฏชื่อในตำนานเทพกรีกและอียิปต์โบราณ The Emerald Tablets คัมภีร์มรกต จารึกแห่งทอดออลแอร์แลนเทียนไม่ได้มาแปล
